"","X","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"176686",176686,116.518854,39.939588,1111027374656,"2016-03-19",7,22,290,37444,77.45,2,2,1,1,27,"Plate/Tower",2006,"Other","Steel/Concrete",0.4,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",58092
"49926",49926,116.265774,40.170928,1111027375904,"2016-12-05",3,14,169.7,49346,34.39,1,0,1,1,17,"Plate",2010,"Other","Steel/Concrete",0.167,"Has_Elevator","Ownership > 5y","No_Subway","ChangPing",43737
"265355",265355,116.7032,39.91102,1111027381727,"2012-06-13",7,0,90,15773,57.06,1,1,1,1,11,"Plate/Tower",2009,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","TongZhou",57333
"245281",245281,116.3053,39.97947,1111027380422,"2015-12-05",1,3,1515,92047,164.59,3,1,1,2,6,"Plate",2001,"Hardcover","Mixed",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",127805
"160642",160642,116.594886,39.910677,1111027376678,"2015-10-18",7,15,312,26256,118.83,3,1,1,2,6,"Plate",2006,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",45177
"51422",51422,116.446534,39.959314,1111027377820,"2017-03-15",95,27,496,76900,64.5,2,1,1,1,18,"Tower",1990,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",71842
"87717",87717,116.336949,39.894054,1111027379632,"2017-12-15",27,30,430,81332,52.87,2,1,1,1,16,"Tower",1988,"Simplicit","Steel/Concrete",0.222,"Has_Elevator","Ownership > 5y","Has_Subway","XiCheng",78372
"143765",143765,116.609957,39.91983,1111027375945,"2014-10-18",7,30,229,25719,89.04,2,2,1,1,27,"Plate/Tower",2010,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",54263
"55573",55573,116.315445,40.074203,1111047349969,"2017-02-12",37,69,363,57914,62.68,1,1,1,1,33,"Plate/Tower",2014,"Hardcover","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","No_Subway","ChangPing",45536
"61006",61006,116.387533,39.986544,1111027377437,"2017-02-26",13,0,288,89082,32.33,1,0,1,1,13,"Tower",2007,"Other","Steel/Concrete",0.108,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",58245
"267920",267920,116.6898,39.88951,1111027378178,"2013-03-21",7,0,132,17666,74.72,2,1,1,1,6,"Plate",1999,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","TongZhou",42490
"122135",122135,116.455099,39.978117,1111027380216,"2012-07-21",7,0,290,34987,82.89,2,1,1,1,18,"Plate/Tower",2005,"Other","Steel/Concrete",0.222,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",90807
"17931",17931,116.409783,40.006303,1111027380378,"2016-10-05",90,38,1080,58949,183.21,3,2,1,2,14,"Plate/Tower",1998,"Hardcover","Steel/Concrete",0.3,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",65860
"36257",36257,116.44963,39.932898,1111027374723,"2016-09-24",7,4,560,70905,78.98,3,1,1,1,20,"Tower",1992,"Hardcover","Steel/Concrete",0.2,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",75677
"70672",70672,116.476682,39.934282,1111027379873,"2017-04-21",13,18,395.5,79339,49.85,2,1,1,1,16,"Tower",1984,"Hardcover","Steel/Concrete",0.286,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",66764
"196606",196606,116.320594,39.769022,1111027377660,"2012-11-13",7,0,157,17056,92.05,2,2,1,1,5,"Plate",2004,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","FaXing",38841
"115887",115887,116.450792,39.871858,1111027374299,"2011-12-17",7,0,331,23553,140.54,3,1,1,1,22,"Tower",2000,"Other","Steel/Concrete",0.3,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",52632
"105546",105546,116.381531,40.089564,1111027377943,"2015-09-12",1,27,258,20702,124.63,3,2,1,2,6,"Plate",2009,"Rough","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",37961
"239662",239662,116.3756,40.0421,1111027376090,"2015-06-13",1,21,312,29681,105.12,2,2,1,1,6,"Plate",2003,"Simplicit","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","HaiDian",64452
"689",689,116.304348,39.972967,1111027375382,"2016-08-25",244,41,718,79840,89.93,2,2,1,1,16,"Tower",2004,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","HaiDian",101206
"267537",267537,116.7006,39.91475,1111027376033,"2013-03-05",7,0,224,21863,102.46,2,2,1,1,7,"Plate/Tower",2005,"Other","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","No_Subway","TongZhou",54191
"38433",38433,116.472516,39.882104,1111027377551,"2016-09-30",5,15,498,59492,83.71,2,1,1,1,7,"Plate",1996,"Hardcover","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChaoYang",57934
"178063",178063,116.529466,39.928033,1111027379804,"2016-03-08",7,5,640,57788,110.75,2,2,1,1,18,"Plate/Tower",2007,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",83321
"144546",144546,116.445165,40.044682,1111027379551,"2014-07-05",7,1,230,35147,65.44,1,1,1,1,7,"Plate",2004,"Hardcover","Mixed",0.333,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",75868
"36913",36913,116.329972,40.174041,1111027379664,"2016-09-27",8,11,245,36568,67,2,1,1,1,6,"Plate",2003,"Hardcover","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","ChangPing",33905
"135020",135020,116.566248,39.869061,1111027376826,"2013-09-14",7,3,115,21340,53.89,2,1,1,1,4,"Plate",1998,"Other","Brick/Concrete",0.333,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",35943
"159785",159785,116.548497,39.964593,1111027375636,"2015-05-31",1,2,310,37060,83.65,2,2,1,1,10,"Plate",2009,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",63949
"242840",242840,116.38,40.04056,1111027374615,"2015-07-08",7,10,448,49492,90.52,2,1,1,1,6,"Plate",2008,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","HaiDian",75792
"241635",241635,116.299,39.94316,1111027377717,"2015-05-10",1,2,238,40360,58.97,1,1,1,1,14,"Plate/Tower",2004,"Hardcover","Steel/Concrete",0.182,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",87420
"182830",182830,116.4388,40.054941,1111027375158,"2016-05-10",1,0,90,17176,52.4,2,1,1,2,17,"Plate/Tower",2011,"Other","Steel/Concrete",0.174,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",77695
"259114",259114,116.6484,40.13757,1111027381324,"2012-06-16",7,0,84.7,12380,68.42,1,1,1,1,6,"Plate",1994,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","MenTouGou",39215
"80439",80439,116.388124,39.907788,1111047090108,"2017-10-18",68,0,940,111653,84.19,2,1,1,2,6,"Plate",2004,"Simplicit","Steel/Concrete",0.333,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",112550
"55332",55332,116.347797,39.976432,1111027380126,"2017-03-14",69,36,1080,107860,100.13,2,2,1,1,26,"Tower",2001,"Simplicit","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",91516
"60743",60743,116.322852,40.088619,1111027379919,"2017-04-18",65,33,500,39879,125.38,3,1,1,1,6,"Plate",2008,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",37289
"107784",107784,116.34663,40.096608,1111027378138,"2015-10-18",1,3,160,35360,45.25,1,1,1,1,11,"Plate",2006,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","No_Subway","ChangPing",48298
"88324",88324,116.224768,39.904248,1111027377889,"2017-12-24",25,23,333,48101,69.23,2,1,1,1,18,"Tower",1995,"Simplicit","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","No_Subway","ShiJingShan",49964
"208976",208976,116.397839,39.868935,1111027381044,"2012-08-17",7,0,183,26430,69.24,2,1,1,1,22,"Tower",1993,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","No_Subway","FengTai",55055
"279501",279501,116.344,39.89639,1111027374481,"2013-06-16",7,2,290,42748,67.84,2,1,1,1,18,"Tower",1992,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",87300
"55931",55931,116.41678,40.071013,1111027380055,"2017-02-26",50,15,595,38220,155.68,3,2,1,2,13,"Plate",2001,"Simplicit","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChangPing",34439
"223260",223260,116.4335,39.85045,1111027381482,"2016-03-11",1,11,260,46520,55.89,1,1,1,1,6,"Plate",2005,"Simplicit","Steel/Concrete",0.333,"No_elevator","Ownership < 5y","Has_Subway","FengTai",62417
"41240",41240,116.377413,39.970565,1111027381269,"2016-11-15",37,32,720,120402,59.8,2,1,1,1,5,"Plate",1980,"Simplicit","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","XiCheng",134198
"183307",183307,116.493317,39.929564,1111027373740,"2016-05-31",1,21,205,38672,53.01,2,1,1,1,7,"Plate",1988,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",58820
"83053",83053,116.332314,39.965927,1111027378541,"2017-10-13",31,50,785,100256,78.3,3,1,1,1,5,"Plate",1990,"Hardcover","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",109300
"104976",104976,116.335484,40.09232,1111027381985,"2015-07-04",7,8,284,27313,103.98,3,2,1,1,6,"Plate",2000,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChangPing",45871
"237496",237496,116.2987,39.93453,1111027376013,"2014-10-05",7,8,400,43621,91.7,3,1,1,1,16,"Tower",1998,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",80645
"101566",101566,116.416156,40.082585,1111027380054,"2015-04-02",7,8,310,18516,167.43,3,2,1,2,12,"Plate",2003,"Hardcover","Mixed",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChangPing",33820
"124548",124548,116.518485,39.948841,1111027377510,"2012-09-26",1,0,300,27965,107.28,2,2,1,2,9,"Plate/Tower",2007,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",71193
"125254",125254,116.499423,39.900278,1111027377154,"2012-11-26",7,0,219,25582,85.61,1,1,1,1,23,"Plate/Tower",2005,"Other","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",59536
"247425",247425,116.3059,39.92608,1111027380689,"2016-01-24",7,14,1036,67147,154.29,3,2,1,2,18,"Plate/Tower",2007,"Hardcover","Steel/Concrete",0.667,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",104613
"273329",273329,116.6898,39.88951,1111027378178,"2016-01-16",7,7,199,26633,74.72,2,1,1,1,6,"Plate",1999,"Simplicit","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","TongZhou",42490
"129303",129303,116.594801,39.928019,1111027375966,"2013-02-23",7,1,152.8,26031,58.7,1,0,1,1,24,"Tower",2007,"Other","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",55339
"126702",126702,116.530268,39.931226,1111027381548,"2013-01-17",7,1,208,22213,93.64,2,1,1,1,24,"Tower",2001,"Other","Steel/Concrete",0.2,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",49307
"54638",54638,116.453206,39.965662,1111027376974,"2017-02-26",58,27,345,74498,46.31,1,1,1,1,14,"Plate/Tower",1986,"Hardcover","Steel/Concrete",0.125,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",65718
"203087",203087,116.435763,39.798071,1111027379000,"2015-11-27",1,3,340,26040,130.57,3,1,1,2,10,"Plate/Tower",2010,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","FengTai",43366
"237115",237115,116.3031,39.95049,1111027376363,"2014-08-16",7,7,315,41070,76.7,3,1,1,1,21,"Tower",1992,"Simplicit","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",81990
"198397",198397,116.342088,39.749733,1111027378968,"2013-07-06",7,1,134.5,25426,52.9,1,1,1,1,6,"Plate",1992,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","FaXing",41149
"267002",267002,116.6892,39.87324,1111027376743,"2013-01-02",7,2,141,16280,86.61,2,1,1,1,11,"Plate",2005,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","TongZhou",49350
"246389",246389,116.257,40.05495,1111027376153,"2015-11-25",7,15,624,54361,114.79,2,1,1,1,11,"Plate",2005,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",75490
"243295",243295,116.3422,40.03896,1111027380722,"2015-09-27",1,11,564,58628,96.2,2,1,1,1,18,"Plate/Tower",2011,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","HaiDian",87365
"44814",44814,116.504397,39.92941,1111027376016,"2016-11-25",27,45,296,64757,45.71,1,1,1,1,6,"Plate",1989,"Hardcover","Steel/Concrete",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",56893
"165501",165501,116.426125,39.99076,1111027375354,"2015-08-30",7,5,420,48215,87.11,3,1,1,1,16,"Tower",1994,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",70719
"269012",269012,116.6368,39.91887,1111027381072,"2013-10-19",7,37,154,21268,72.41,2,2,1,2,6,"Plate",1996,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","TongZhou",35855
"187859",187859,116.448783,39.894213,1111027379543,"2015-06-08",1,0,1325,49811,266.01,4,2,1,2,23,"Plate/Tower",2005,"Hardcover","Steel/Concrete",1,"Has_Elevator","Ownership < 5y","No_Subway","DongCheng",92359
"90325",90325,116.335484,40.09232,1111027381985,"2011-10-17",7,0,150.7,16096,93.63,2,2,1,1,7,"Plate",2000,"Other","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChangPing",45871
"171886",171886,116.482231,40.009521,1111027380322,"2016-03-12",7,28,498,31688,157.16,3,1,1,2,6,"Plate",1997,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",66864
"142327",142327,116.420472,40.003028,1111027375592,"2014-05-12",7,9,198,34750,56.98,1,1,1,1,20,"Tower",1994,"Other","Steel/Concrete",0.2,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",71958
"200426",200426,116.342088,39.749733,1111027378968,"2015-08-28",7,59,187.5,22891,81.91,2,2,1,1,6,"Plate",1995,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","FaXing",41149
"243065",243065,116.3082,39.98669,1111027373995,"2015-06-07",1,5,370,51756,71.49,2,1,1,1,10,"Plate/Tower",1992,"Hardcover","Steel/Concrete",1,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",93192
"135",135,116.225111,39.761305,1111053389754,"2016-07-31",405,34,270,30034,89.9,3,2,1,1,15,"Plate",2012,"Simplicit","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","FangShang",40051
"143830",143830,116.422099,40.050196,1111027374973,"2015-01-13",7,6,190,27358,69.45,1,1,1,1,19,"Plate/Tower",2008,"Hardcover","Steel/Concrete",0.211,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",61727
"195092",195092,116.355768,39.737672,1111027374820,"2012-02-18",7,0,101.5,12155,83.51,2,2,1,1,6,"Plate",1997,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","FaXing",33323
"157162",157162,116.479017,39.950244,1111027382757,"2015-04-12",1,0,215,42199,50.95,2,1,1,1,16,"Tower",1990,"Hardcover","Steel/Concrete",0.222,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",69881
"288871",288871,116.3718,39.90591,1111027381293,"2015-06-09",7,0,356,60596,58.75,2,0,1,1,14,"Tower",1979,"Simplicit","Steel/Concrete",0.125,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",92127
"289990",289990,116.3841,39.96456,1111027381059,"2015-08-21",7,7,388,66553,58.3,2,1,1,1,18,"Tower",1992,"Simplicit","Mixed",0.286,"Has_Elevator","Ownership < 5y","No_Subway","XiCheng",122633
"279621",279621,116.3862,39.91037,1111027381104,"2013-05-26",7,2,492,47629,103.3,3,1,1,2,6,"Plate",2004,"Other","Steel/Concrete",0.2,"No_elevator","Ownership > 5y","Has_Subway","XiCheng",109755
"279612",279612,116.3369,39.89351,1111027378335,"2013-07-30",7,6,312,54460,57.29,2,1,1,1,6,"Plate",1997,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",82437
"203672",203672,116.339906,39.781801,1111027381745,"2016-01-20",1,0,210,28241,74.36,2,1,1,1,6,"Plate",1998,"Simplicit","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","FaXing",45110
"49602",49602,116.603977,39.93584,1111027380514,"2016-12-28",28,49,630,47728,132,3,1,1,1,15,"Plate/Tower",2003,"Hardcover","Steel/Concrete",0.4,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",59186
"225898",225898,116.3637,39.97148,1111027377223,"2011-10-16",7,0,141,30000,47,1,1,1,1,16,"Plate",1989,"Other","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","No_Subway","HaiDian",77152
"55564",55564,116.413563,40.054842,1111027378405,"2017-10-30",297,378,463,54658,84.71,2,1,1,1,6,"Plate",2007,"Hardcover","Steel/Concrete",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",55740
"102160",102160,116.305672,40.094854,1111027377748,"2015-01-16",7,2,175,26661,65.64,2,1,1,1,4,"Plate",2004,"Hardcover","Mixed",0.25,"No_elevator","Ownership < 5y","Has_Subway","ChangPing",56236
"116803",116803,116.502674,39.93384,1111027375346,"2012-03-27",7,0,187,19705,94.9,2,1,1,1,21,"Tower",2000,"Other","Mixed",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",47203
"404",404,116.441833,39.866749,1111027374411,"2016-10-07",347,67,355,58197,61,1,1,1,1,17,"Plate/Tower",1995,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","FengTai",60626
"175488",175488,116.475833,40.01461,1111027374894,"2016-03-03",1,2,1020,58390,174.69,3,2,1,2,18,"Plate",2008,"Other","Steel/Concrete",1,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",80438
"114386",114386,116.613876,39.897781,1111027380402,"2011-09-25",7,0,83,14822,56,1,1,1,1,6,"Plate",2000,"Other","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","ChaoYang",40116
"207451",207451,116.414297,39.824593,1111027377207,"2012-03-16",7,0,113.8,18055,63.03,1,1,1,1,6,"Plate",2006,"Other","Steel/Concrete",0.333,"No_elevator","Ownership < 5y","No_Subway","FengTai",47814
"203710",203710,116.31681,39.768231,1111027379689,"2016-04-20",7,12,205,43095,47.57,2,1,1,1,15,"Plate/Tower",2012,"Rough","Steel/Concrete",0.182,"Has_Elevator","Ownership > 5y","No_Subway","FaXing",68041
"258491",258491,116.2338,39.905,1111027380227,"2016-05-06",1,0,210,31570,66.52,2,2,1,1,6,"Plate",1993,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","ShiJingShan",48951
"288142",288142,116.3826,39.95795,1111027373850,"2015-05-06",7,3,720,80331,89.63,2,2,1,1,7,"Plate",2008,"Hardcover","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",153344
"183",183,116.134792,39.743391,1111027375971,"2016-06-29",344,24,118,17788,66.34,1,1,1,1,10,"Plate",2000,"Simplicit","Steel/Concrete",0.167,"Has_Elevator","Ownership < 5y","No_Subway","FangShang",28671
"282166",282166,116.3686,39.87729,1111027381506,"2015-11-28",1,104,472,48272,97.78,3,1,1,1,6,"Plate",1988,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","XiCheng",96342
"174212",174212,116.421985,40.058455,1111027377774,"2016-05-02",1,38,450,34621,129.98,3,2,1,2,15,"Plate",2004,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",49781
"181348",181348,116.612342,39.935122,1111041137077,"2016-04-17",7,20,260,33168,78.39,2,2,1,1,29,"Tower",2010,"Hardcover","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",44892
"39500",39500,116.492867,39.966876,1111027377595,"2016-11-15",46,11,456,75485,60.41,1,0,1,1,27,"Tower",2006,"Hardcover","Steel/Concrete",0.3,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",75559
"273824",273824,116.6892,39.87324,1111027376743,"2016-06-05",7,21,474,38024,124.66,3,2,1,2,11,"Plate",2005,"Hardcover","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","Has_Subway","TongZhou",49350
"100887",100887,116.386555,40.0865,1111027382546,"2014-10-08",7,3,320,23392,136.8,3,2,1,2,10,"Plate",2009,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChangPing",47574
"11743",11743,116.429293,39.872461,1111027374678,"2016-08-07",58,109,230,48937,47,1,1,1,1,30,"Tower",2005,"Hardcover","Steel/Concrete",0.143,"Has_Elevator","Ownership > 5y","Has_Subway","FengTai",61390
"108016",108016,116.386555,40.0865,1111027382546,"2015-12-05",1,27,258,31167,82.78,2,2,1,1,10,"Plate",2007,"Hardcover","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","No_Subway","ChangPing",47574
"232244",232244,116.3286,39.95421,1111027378444,"2013-03-28",7,0,344.5,55745,61.8,2,1,1,1,15,"Tower",1989,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","HaiDian",94490
"226026",226026,116.3626,39.98053,1111027375340,"2012-05-27",7,0,218,34880,62.5,2,1,1,1,18,"Tower",1990,"Other","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",83015
"208375",208375,116.364028,39.870465,1111027381871,"2012-10-27",7,0,230,31208,73.7,3,1,1,1,18,"Tower",1993,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","No_Subway","FengTai",62103
"234579",234579,116.3256,40.04947,1111027376795,"2013-11-16",7,1,206.5,44659,46.24,1,1,1,1,12,"Plate/Tower",2002,"Other","Steel/Concrete",0.167,"Has_Elevator","Ownership < 5y","No_Subway","HaiDian",70486
"206034",206034,116.199596,39.738141,1111047879553,"2016-06-06",1,4,385,34232,112.47,3,2,1,2,8,"Plate",2011,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","FangShang",42137
"273482",273482,116.6741,39.88862,1111027379547,"2016-03-27",1,18,253,33347,75.87,1,1,1,1,19,"Tower",2007,"Simplicit","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","Has_Subway","TongZhou",44385
"112771",112771,116.376864,40.087011,1111027375152,"2016-05-07",7,7,332,36524,90.9,2,2,1,1,6,"Plate",2005,"Hardcover","Mixed",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChangPing",48343
